epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,1615.17,1.36185,2.41719,0.87358,0.15147,0.5749,0.18684,0.12331,1.03198,2.00087,0.74397,0.0007723,0.0007723,0.0007723
25,1714.48,1.32054,2.32111,0.85708,0.15342,0.66994,0.20534,0.14174,0.93194,1.89489,0.74537,0.0007624,0.0007624,0.0007624
26,1808.56,1.27633,2.26585,0.85412,0.15258,0.60784,0.19558,0.13734,0.98374,1.91225,0.74854,0.0007525,0.0007525,0.0007525
27,1898.43,1.26175,2.28386,0.84347,0.16621,0.56464,0.19768,0.13017,1.0432,1.94771,0.74615,0.0007426,0.0007426,0.0007426
28,1987.33,1.27518,2.23481,0.84294,0.15303,0.6061,0.18182,0.1313,0.97512,2.0366,0.74899,0.0007327,0.0007327,0.0007327
29,2086.3,1.27805,2.24842,0.85119,0.15864,0.58409,0.21378,0.13995,1.11471,1.97186,0.74734,0.0007228,0.0007228,0.0007228
30,2149.68,1.36094,2.29453,0.85442,0.17738,0.6148,0.21771,0.14537,1.02469,1.88707,0.74316,0.0007129,0.0007129,0.0007129
31,2212.65,1.22842,2.1625,0.83002,0.18871,0.51156,0.23606,0.1595,1.08102,1.90356,0.74807,0.000703,0.000703,0.000703
32,2275.62,1.20628,2.21983,0.85117,0.15529,0.67068,0.2225,0.16068,0.91495,1.84161,0.73792,0.0006931,0.0006931,0.0006931
33,2340.08,1.22485,2.17926,0.84743,0.18707,0.56952,0.24093,0.17013,0.94234,1.87967,0.74003,0.0006832,0.0006832,0.0006832
34,2426.72,1.2273,2.16366,0.84486,0.18039,0.51224,0.24364,0.17485,0.96254,1.87224,0.74466,0.0006733,0.0006733,0.0006733
35,2488.11,1.23943,2.17623,0.84593,0.1724,0.59802,0.23091,0.16891,0.95456,1.87869,0.74048,0.0006634,0.0006634,0.0006634
36,2566.44,1.24076,2.17057,0.84962,0.16723,0.67001,0.23466,0.17075,0.86581,1.79652,0.73253,0.0006535,0.0006535,0.0006535
37,2671.22,1.23645,2.18193,0.86286,0.17558,0.58092,0.24101,0.17397,0.90658,1.79943,0.73388,0.0006436,0.0006436,0.0006436
38,2779.16,1.25225,2.13608,0.8529,0.21359,0.53293,0.27479,0.19282,0.95566,1.84188,0.74261,0.0006337,0.0006337,0.0006337
